,Title,Event
2976,Karen Lloyd: This deep-sea mystery is changing our understanding of life,TED@BCG Milan
2977,Guy Winch: How to fix a broken heart,TED2017
2978,Stuart Duncan: How I use Minecraft to help kids with autism,TEDxYorkU
2979,Peter Ouko: From death row to law graduate,TEDGlobal 2017
2980,Danielle Wood: 6 space technologies we can use to improve life on Earth,TEDNYC
2981,"Mwende ""FreeQuency"" Katwiwa: Black life at the intersection of birth and death",TEDWomen 2017
2982,David Hooker: The importance of visual literacy,TEDxBeaconStreet
2983,Anjali Kumar: My failed mission to find God -- and what I found instead,TEDWomen 2017
2984,Tim Exile: Finding music in mundanity,"TED@Merck KGaA, Darmstadt, Germany"
2985,Lena Dumont: Using happiness to evaluate a company's success,"TED@Merck KGaA, Darmstadt, Germany"
2986,Emilie Weight: 3 things I learned from my intellectually disabled son,"TED@Merck KGaA, Darmstadt, Germany"
2987,"Dan Walker: Can we ""print"" smart objects?","TED@Merck KGaA, Darmstadt, Germany"
2988,Christian Wickert: How fiction can help us better understand our reality,"TED@Merck KGaA, Darmstadt, Germany"
2989,Christian Schröter: How we're tracking medical donations across the world,"TED@Merck KGaA, Darmstadt, Germany"
2990,Carl Vause: Meet the robot designed like an octopus tentacle,"TED@Merck KGaA, Darmstadt, Germany"
2991,Bijan Zakeri: From flesh eating bacteria to molecular superglue,"TED@Merck KGaA, Darmstadt, Germany"
2992,Mike Gil: Could fish social networks help us save coral reefs?,TEDGlobal 2017
2993,Susan David: The gift and power of emotional courage,TEDWomen 2017
2994,Fredros Okumu: Why I study the most dangerous animal on earth -- mosquitoes,TEDGlobal 2017
2995,Amar Inamdar: The thrilling potential for off-grid solar energy,TEDGlobal 2017
2996,Leila Takayama: What's it like to be a robot?,TEDxPaloAlto
2997,David Katz: The surprising solution to ocean plastic,TED@IBM
2998,"George Steinmetz: Photos of Africa, taken from a flying lawn chair",TEDGlobal 2017
2999,Edsel Salvaña: The dangerous evolution of HIV,TEDGlobal 2017
3000,Marcus Adrian: What I learned designing a school for the deaf,TEDxGatewayArch
3001,Wendy Woods: The business benefits of doing good,TED@BCG Milan
3002,Naoko Ishii: An economic case for protecting the planet,TEDGlobal>NYC
3003,Azim Khamisa and Ples Felix: What comes after tragedy? Forgiveness,TEDWomen 2017
3004,Cleo Wade: Want to change the world? Start by being brave enough to care,TEDWomen 2017
3005,"Anna Rosling Rönnlund: See how the rest of the world lives, organized by income",TED2017
3006,Bob Inglis: American bipartisan politics can be saved -- here's how,TEDxBeaconStreet
3007,Scott Williams: The hidden role informal caregivers play in health care,"TED@Merck KGaA, Darmstadt, Germany"
3008,Michelle Knox: Talk about your death while you're still healthy,TED@Westpac
3009,"Matt Goldman: The search for ""aha!"" moments",TED Salon Brightline Initiative
3010,Vivek Maru: How to put the power of law in people's hands,TEDGlobal 2017
3011,Jacob Collier: A one-man musical phenomenon,TED2017
3012,Marily Oppezzo: Want to be more creative? Go for a walk,TEDxStanford
3013,Alexis Charpentier: How record collectors find lost music and preserve our cultural heritage,TEDxMontreal
3014,Kendall Spencer: What we can learn from college athletes,TEDxBeaconStreet
3015,Kevin Njabo: How we can stop Africa's scientific brain drain,TEDGlobal 2017
3016,Soyapi Mumba: Medical tech designed to meet Africa's needs,TEDGlobal 2017
3017,Mindy Scheier: How adaptive clothing empowers people with disabilities,TED@Tommy
3018,Tomas Elemans: The inspiring truth in fiction,TED@Tommy
3019,Steve Brown: How data is driving the future of fashion,TED@Tommy
3020,Touria El Glaoui:  Inside Africa's thriving art scene,TEDGlobal 2017
3021,Daniela Zamudio: A millennial's unexpected secret to success,TED@Tommy
3022,Nicole Wilson: Lessons from a lifetime of bad advice,TED@Tommy
3023,Dwight Stitt: One dad's mission to rebuild bonds between kids and their fathers,TED@Tommy
3024,Gabriela Roa: How a child's mess could help you rediscover your creativity,TED@Tommy
3025,Irene Mora: For women in pursuit of motherhood and a career,TED@Tommy
3026,Andrew Millar: Why your business needs dissenters,TED@Tommy
3027,Jonathan Koch: A data translation toolkit that anyone can use,TED@Tommy
3028,Mahir Can Işik: How companies predict fashion trends and kill individuality,TED@Tommy
3029,"Stewart Brand and Chris Anderson: Mammoths resurrected, geoengineering and other thoughts from a futurist",TED2017
3030,Sue Jaye Johnson: What we don't teach kids about sex,TED Residency
3031,Arik Hartmann: Our treatment of HIV has advanced. Why hasn't the stigma changed?,TEDxVermilionStreet
3032,James Orsulak: Why we need to move manufacturing off-planet,TEDxMileHigh
3033,Lana Mazahreh: 3 thoughtful ways to conserve water,TED@BCG Milan
3034,Lisa Feldman Barrett: You aren't at the mercy of your emotions -- your brain creates them,TED@IBM
3035,Christopher Ategeka: How adoption worked for me,TEDGlobal 2017
3036,Brian Christian: How to manage your time more effectively (according to machines),TED-Ed
3037,"Heather Lanier: ""Good"" and ""bad"" are incomplete stories we tell ourselves",TED@BCG Milan
3038,Christian Benimana: The next generation of African architects and designers,TEDGlobal 2017
3039,Iseult Gillespie: Why should you read Charles Dickens?,TED-Ed
3040,Deb Willis and Hank Willis Thomas: A mother and son united by love and art,TEDWomen 2017
3041,Yvette Alberdingk Thijm: The power of citizen video to create undeniable truths,TEDxSkoll
3042,Tasha Eurich: Increase your self-awareness with one simple fix,TEDxMileHigh
3043,Paula Stone Williams: I've lived as a man and as a woman — here's what I've learned,TEDxMileHigh
3044,"Phillip Picardi: To find success, embrace what makes you different",TEDxTeen
3045,"Natalie Fee: Plastic pollution, our toilets and us",TEDxBristol
3046,"Joel Jackson: A vehicle built in Africa, for Africa",TEDGlobal 2017
3047,Tiffany Watt Smith: The history of human emotions,"TED@Merck KGaA, Darmstadt, Germany"
3048,Javed Akhtar: The gift of words,TED Talks India
3049,Alex Apella: Huellas de la discriminación,TEDxCordoba
3050,Atul Gawande: Want to get great at something? Get a coach,TED2017
3051,Angela Wang: How China is changing the future of shopping,TED@BCG Milan
3052,David Brenner: A new weapon in the fight against superbugs,TED2017
3053,Kamau Gachigi: Success stories from Kenya's first makerspace,TEDGlobal 2017
3054,Miho Janvier: Lessons from a solar storm chaser,TEDGlobal 2017
3055,Joan Blades and John Gable: Free yourself from your filter bubbles,TEDWomen 2017
3056,Alejandro Nespral: Hablemos de la muerte con los niños | Alejandro Nespral | TEDxBariloche,TEDxBariloche
3057,Xavier De Kestelier: Adventures of an interplanetary architect,TEDxLeuven
3058,Gautam Bhan: A bold plan to house 100 million people,TED Talks India
3059,Tal Zaks: The disease-eradicating potential of gene editing,TEDxBeaconStreet
3060,Joseph McGill: My quest to sleep in every former slave dwelling in the US,TEDxRapidCity
3061,Nadine Hachach-Haram: How augmented reality could change the future of surgery,TEDWomen 2017
3062,Devita Davison: How urban agriculture is transforming Detroit,TED2017
3063,Dao Nguyen: What makes something go viral?,TED Salon Brightline Initiative
3064,Brian Sokol: What photos don't tell you about the refugee experience,TEDxSanDiego
3065,Alastair Gray: How fake handbags fund terrorism and organized crime,TED@Tommy
3066,Martina Flor: The secret language of letter design,TEDxRiodelaPlata
3067,Dan Gartenberg: The brain benefits of deep sleep -- and how to get more of it,TED Residency
3068,WOLF: A marriage of opposites: Krump meets Mozart,TED@BCG Milan
3069,Philipp Gerbert: The basics of AI for business,TED@BCG Milan
3070,Kevin Bethune: The 4 superpowers of design,TED@BCG Milan
3071,"Erica Joy Baker: How do we bridge the ""anxiety gap"" at work?",TED@BCG Milan
3072,Michael Ringel: External innovation basics from an R&D expert,TED@BCG Milan
3073,"Justin Baldoni: Why I'm done trying to be ""man enough""",TEDWomen 2017
3074,Luvvie Ajayi Jones: Get comfortable with being uncomfortable,TEDWomen 2017
3075,G.T. Bynum: A Republican mayor's plan to replace partisanship with policy,TEDxPennsylvaniaAvenue
3076,Sebastian Thrun and Chris Anderson: What AI is -- and isn't,TED2017
3077,Natsai Audrey Chieza: Fashion has a pollution problem -- can biology fix it?,TED@BCG Milan
3078,Matilda Ho: The future of good food in China,TED2017
3079,Lyra McKee: How uncomfortable conversations can save lives,TEDxStormontWomen
3080,Masha Gershman: How math can prepare new generations for the future,TEDxBeaconStreet
3081,Keller Rinaudo Cliffton: How we're using drones to deliver blood and save lives,TEDGlobal 2017
3082,Elizabeth Blackburn: The science of cells that never get old,TED2017
3083,Macinley Butson: How ancient technology inspired my award-winning inventions,TEDxYouth@Sydney
3084,Leah Chase and Pat Mitchell: An interview with the Queen of Creole Cuisine,TEDWomen 2017
3085,Mariano Sigman and Dan Ariely: How can groups make good decisions?,TED Studio
3086,Crystal Martin: Small ways women can support each other at work,TEDxStLouisWomen
3087,Sarah Corbett: Activism needs introverts,TEDxYouth@Bath
3088,"Scott Galloway: How Amazon, Apple, Facebook and Google manipulate our emotions",TED Salon Brightline Initiative
3089,Niti Bhan: The hidden opportunities of the informal economy,TEDGlobal 2017
3090,Per Espen Stoknes: How to transform apocalypse fatigue into action on global warming,TEDGlobal>NYC
3091,Kayla Briët: Why do I make art? To build time capsules for my heritage,TED2017
3092,Hui-wen Sato: How grief helped me become a better caregiver,TEDxPasadena
3093,Ryan Pfluger: The therapeutic value of photography,TEDxPasadena
3094,Christen Reighter: I don't want children -- stop telling me I'll change my mind,TEDxMileHighWomen
3095,Beth Malone: How my dad's dementia changed my idea of death (and life),TED Residency
3096,David Titley: How the military fights climate change,TED2017
3097,Lloyd Pendleton: The Housing First approach to homelessness,TEDMED 2016
3098,Jackson Bird: How to talk (and listen) to transgender people,TED Residency
3099,Teresa Njoroge: What I learned serving time for a crime I didn't commit,TEDWomen 2017
3100,Lana Yarosh: How technology can reconnect parents and kids,TEDxMinneapolis
3101,Victoria Pratt: How judges can show respect,TEDNYC
3102,Robert Muggah: The biggest risks facing cities -- and some solutions,TEDGlobal>NYC
3103,Jon Bowers: We should aim for perfection -- and stop fearing failure,TED@UPS
3104,David Dunning: Why incompetent people think they're amazing,TED-Ed
3105,Amara Berry: The case for reforming STEM education,TEDxProvidence
3106,Jessica McCabe: This is what it's really like to live with ADHD,TEDxBratislava
3107,Paul Hessburg: Why wildfires have gotten worse -- and what we can do about it,TEDxBend
3108,Inés Hercovich: Why women stay silent after sexual assault,TEDxRiodelaPlata
3109,Washington Wachira: For the love of birds,TEDGlobal 2017
3110,Gretchen Carlson: How we can end sexual harassment at work,TEDWomen 2017
3111,Amel Karboul: The global learning crisis -- and what to do about it,TED@BCG Milan
3112,Giulia Enders: The surprisingly charming science of your gut,TEDxDanubia
3113,Nnedi Okorafor: Sci-fi stories that imagine a future Africa,TEDGlobal 2017
3114,Lauren Sallan: How to win at evolution and survive a mass extinction,TED2017
3115,Tim Kruger: Can we stop climate change by removing CO2 from the air?,TED2017
3116,Shonda Rhimes and Cyndi Stivers: The future of storytelling,TED2017
3117,Zeynep Tufekci: We're building a dystopia just to make people click on ads,TEDGlobal>NYC
3118,Carlos Bautista: The awful logic of land mines -- and an app that helps people avoid them,TED Residency
3119,Martin Ford: How we'll earn money in a future without jobs,TED2017
3120,Rocío Lorenzo: How diversity makes teams more innovative,TED@BCG Milan
3121,Anjan Sundaram: Why I risked my life to expose a government massacre,TED2017
3122,Naomi McDougall Jones: What it's like to be a woman in Hollywood,TEDxBeaconStreet
3123,Mike Kinney: A pro wrestler's guide to confidence,TED@UPS
3124,Fan Zhang: What in the world is topological quantum matter?,TED-Ed
3125,Gus Casely-Hayford: The powerful stories that shaped Africa,TEDGlobal 2017
3126,Huang Yi & KUKA: A human-robot dance duet,TED2017
3127,"Chris Sheldrick: A precise, three-word address for every place on earth",TEDGlobal 2017
3128,Uldus Bakhtiozina: Portraits that transform people into whatever they want to be,TED2017
3129,Margrethe Vestager: The new age of corporate monopolies,TEDGlobal>NYC
3130,Elizabeth Wayne: We can hack our immune cells to fight cancer,TED2017
3131,Kristin Poinar: What's hidden under the Greenland ice sheet?,TED2017
3132,Paul Tasner: How I became an entrepreneur at 66,TED Residency
3133,Elif Shafak: The revolutionary power of diverse thought,TEDGlobal>NYC
3134,Sara DeWitt: 3 fears about screen time for kids -- and why they're not true,TED2017
3135,David Lee: Why jobs of the future won't feel like work,TED@UPS
3136,Eric Dyer: The forgotten art of the zoetrope,TEDxCharlottesville
3137,Greg Gage: Electrical experiments with plants that count and communicate,TED2017
3138,Chika Ezeanya-Esiobu: How Africa can use its traditional knowledge to make progress,TEDGlobal 2017
3139,Christiane Amanpour: How to seek truth in the era of fake news,TEDGlobal>NYC
3140,Sara Menker: A global food crisis may be less than a decade away,TEDGlobal 2017
3141,Nikki Webber Allen: Don't suffer from your depression in silence,TED Residency
3142,"Levon Biss: Mind-blowing, magnified portraits of insects",TED2017
3143,Prumsodun Ok: The magic of Khmer classical dance,TED2017
3144,Gabriela González: How LIGO discovered gravitational waves -- and what might be next,TED2017
3145,Helen Pearson: Lessons from the longest study on human development,TED2017
3146,Euna Lee: What I learned as a prisoner in North Korea,TEDxIndianaUniversity
3147,Anna Heringer: The warmth and wisdom of mud buildings,TED2017
3148,Julio Gil: Future tech will give you the benefits of city life anywhere,TED@UPS
3149,Nabila Alibhai: Why people of different faiths are painting their houses of worship yellow,TEDGlobal 2017
